QuizTitle,QuizDescription,QuestionText,Category,Difficulty,Points,OptionText,IsCorrect
Queen Quiz: Very Hard (Part 2),,Which Leicester-area grammar school did John Deacon attend?,,,,St Peter's School,false
Queen Quiz: Very Hard (Part 2),,Which instrument did Brian May learn before guitar?,Origins,hard,4,Violin,false
Queen Quiz: Very Hard (Part 2),,Which instrument did Brian May learn before guitar?,,,,Ukulele,true
Queen Quiz: Very Hard (Part 2),,Which instrument did Brian May learn before guitar?,,,,Clarinet,false
Queen Quiz: Very Hard (Part 2),,Which instrument did Brian May learn before guitar?,,,,Bass guitar,false
Queen Quiz: Very Hard (Part 2),,Which school did Roger Taylor attend in Cornwall?,Origins,hard,4,Hampton Grammar School,false
Queen Quiz: Very Hard (Part 2),,Which school did Roger Taylor attend in Cornwall?,,,,Beauchamp Grammar School,false
Queen Quiz: Very Hard (Part 2),,Which school did Roger Taylor attend in Cornwall?,,,,Ealing School of Art,false
Queen Quiz: Very Hard (Part 2),,Which school did Roger Taylor attend in Cornwall?,,,,Truro School,true
Queen Quiz: Very Hard (Part 2),,Which hall in Enderby hosted regular Saturday-night performances by The Opposition?,Origins,hard,4,Co-op Hall,true
Queen Quiz: Very Hard (Part 2),,Which hall in Enderby hosted regular Saturday-night performances by The Opposition?,,,,Town Hall,false
Queen Quiz: Very Hard (Part 2),,Which hall in Enderby hosted regular Saturday-night performances by The Opposition?,,,,Corn Exchange,false
Queen Quiz: Very Hard (Part 2),,Which hall in Enderby hosted regular Saturday-night performances by The Opposition?,,,,Civic Hall,false
Queen Quiz: Very Hard (Part 2),,On what date did The Opposition's diary first record John Deacon playing bass at rehearsal?,Origins,hard,4,2 April 1965,false
Queen Quiz: Very Hard (Part 2),,On what date did The Opposition's diary first record John Deacon playing bass at rehearsal?,,,,2 June 1966,false
Queen Quiz: Very Hard (Part 2),,On what date did The Opposition's diary first record John Deacon playing bass at rehearsal?,,,,2 August 1966,false
Queen Quiz: Very Hard (Part 2),,On what date did The Opposition's diary first record John Deacon playing bass at rehearsal?,,,,2 April 1966,true
Queen Quiz: Very Hard (Part 2),,What did John Deacon study at Chelsea College?,Origins,hard,4,Dentistry,false
Queen Quiz: Very Hard (Part 2),,What did John Deacon study at Chelsea College?,,,,Fine art,false
Queen Quiz: Very Hard (Part 2),,What did John Deacon study at Chelsea College?,,,,Electronics,true
Queen Quiz: Very Hard (Part 2),,What did John Deacon study at Chelsea College?,,,,Astronomy,false
